indiv,year,lwage,educ,exper,exper2,union,pub,married,black,hispanic
1081,1981,1.249144554,10,3,9,0,0,0,0,0
1081,1982,1.547402501,10,4,16,0,0,0,0,0
1081,1983,1.351703405,10,5,25,0,0,0,0,0
1081,1984,1.426116824,10,6,36,0,0,0,0,0
1081,1985,1.056600571,10,7,49,0,0,0,0,0
1081,1986,1.264222503,10,8,64,0,0,0,0,0
1081,1987,2.000009537,10,9,81,0,0,0,0,0
1085,1980,1.887123942,12,1,1,0,0,0,0,0
1085,1981,1.481521249,12,2,4,0,0,0,0,0
1085,1982,1.21764195,12,3,9,0,0,0,0,0
1085,1983,0.7375861406,12,4,16,0,0,0,0,0
1085,1984,1.288773298,12,5,25,0,0,1,0,0
1085,1985,1.073505759,12,6,36,0,0,1,0,0
1085,1986,1.317172289,12,7,49,0,0,1,0,0
1085,1987,2.017049551,12,8,64,0,0,0,0,0
1091,1980,1.111002922,9,6,36,1,0,0,0,0
1091,1981,1.162092566,9,7,49,0,0,1,0,0
1091,1982,1.061894655,9,8,64,1,0,1,0,0
1091,1983,1.127573133,9,9,81,0,0,1,0,0
1091,1984,1.189180017,9,10,100,0,0,1,0,0
1091,1985,1.22279501,9,11,121,1,0,1,0,0
1091,1986,1.164667487,9,12,144,0,0,1,0,0
1091,1987,1.395894527,9,13,169,0,0,1,0,0
1094,1980,1.342639089,12,3,9,0,0,1,0,0
1094,1981,1.406497121,12,4,16,0,0,1,0,0
1094,1982,1.529702902,12,5,25,0,0,1,0,0
1094,1983,1.757596731,12,6,36,0,0,1,0,0
1094,1984,1.905689955,12,7,49,0,0,1,0,0
1094,1985,1.966231942,12,8,64,0,0,1,0,0
1094,1986,2.140417099,12,9,81,0,0,1,0,0
1094,1987,2.175559282,12,10,100,0,0,1,0,0
1096,1980,1.26407671,11,6,36,0,0,0,0,0
1096,1981,1.278080821,11,7,49,0,0,0,0,0
1096,1982,0.9997629523,11,8,64,0,0,0,0,0
1096,1983,0.9654240608,11,9,81,0,0,0,0,0
1096,1984,1.028619885,11,10,100,0,0,0,0,0
1096,1985,1.012998343,11,11,121,0,0,0,0,0
1096,1986,1.284339666,11,12,144,0,0,1,0,0
1096,1987,1.408174038,11,13,169,1,0,1,0,0
1098,1980,1.551967859,14,1,1,0,0,0,0,0
1098,1981,2.128231764,14,2,4,0,0,0,0,0
1098,1982,2.757775784,14,3,9,0,0,0,0,0
1098,1983,1.509607434,14,4,16,0,0,0,0,0
1098,1984,1.933386207,14,5,25,0,0,0,0,0
1098,1985,2.277675867,14,6,36,0,0,0,0,0
1098,1986,2.265224457,14,7,49,0,0,0,0,0
1098,1987,2.282758713,14,8,64,0,0,1,0,0
1102,1980,0.8810845017,13,3,9,0,0,0,0,0
1102,1981,2.040220737,13,4,16,0,0,0,0,0
1102,1982,1.833003402,13,5,25,0,0,0,0,0
1102,1983,1.774200201,13,6,36,0,0,0,0,0
1102,1984,1.822308302,13,7,49,0,0,0,0,0
1102,1985,2.657274485,13,8,64,0,0,0,0,0
1102,1986,2.77462697,13,9,81,0,0,0,0,0
1102,1987,2.851785898,13,10,100,0,0,0,0,0
1107,1980,1.543309689,12,5,25,0,0,0,0,0
1107,1981,1.570217252,12,6,36,0,0,1,0,0
1107,1982,1.656601787,12,7,49,0,0,1,0,0
1107,1983,1.660871625,12,8,64,0,0,1,0,0
1107,1984,2.001000166,12,9,81,0,0,1,0,0
1107,1985,1.871322274,12,10,100,0,0,1,0,0
1107,1986,1.890475392,12,11,121,0,0,1,0,0
1107,1987,2.035432339,12,12,144,0,0,1,0,0
1142,1980,1.413112283,14,2,4,0,0,0,0,1
1142,1981,1.667773485,14,3,9,0,0,0,0,1
1142,1982,1.922096014,14,4,16,0,0,0,0,1
1142,1983,1.741373897,14,5,25,0,0,0,0,1
1142,1984,2.011050463,14,6,36,0,0,0,0,1
1142,1985,2.223542929,14,7,49,0,0,1,0,1
1142,1986,2.088562489,14,8,64,0,0,1,0,1
1142,1987,2.34130764,14,9,81,0,0,1,0,1
1156,1980,1.302817583,12,5,25,0,0,0,1,0
1156,1981,1.330724478,12,6,36,0,0,0,1,0
1156,1982,1.299566388,12,7,49,0,0,0,1,0
1156,1983,1.631099463,12,8,64,0,0,0,1,0
1156,1984,1.659153461,12,9,81,0,0,0,1,0
1156,1985,1.648178697,12,10,100,0,0,0,1,0
1156,1986,1.554003239,12,11,121,0,0,0,1,0
1156,1987,1.93374753,12,12,144,0,0,0,1,0
1180,1980,1.853464723,13,2,4,0,0,0,0,0
1180,1981,1.609437943,13,3,9,0,0,0,0,0
1180,1982,1.690503359,13,4,16,1,0,0,0,0
1180,1983,1.537495255,13,5,25,1,0,0,0,0
1180,1984,2.041054487,13,6,36,0,0,1,0,0
1180,1985,1.920112491,13,7,49,0,0,1,0,0
1180,1986,2.113619089,13,8,64,0,0,1,0,0
1180,1987,2.217753887,13,9,81,0,0,1,0,0
1190,1980,1.510342717,12,2,4,0,0,0,1,0
1190,1981,1.510857105,12,3,9,0,0,0,1,0
1190,1982,1.061894655,12,4,16,0,0,0,1,0
1190,1983,1.350716591,12,5,25,0,0,0,1,0
1190,1984,1.21604538,12,6,36,0,0,0,1,0
1190,1985,1.173910737,12,7,49,0,0,0,1,0
1190,1986,1.340429068,12,8,64,0,0,0,1,0
1190,1987,1.381505847,12,9,81,0,0,1,1,0
1204,1980,1.622382283,8,5,25,0,0,0,0,0
1204,1981,1.7525388,8,6,36,1,0,0,0,0
1204,1982,1.934755921,8,7,49,1,0,0,0,0
1204,1983,1.778595328,8,8,64,1,0,0,0,0
1204,1984,1.868610978,8,9,81,1,0,0,0,0
1204,1985,2.011084318,8,10,100,1,0,0,0,0
1204,1986,2.251372337,8,11,121,1,0,0,0,0
1204,1987,2.250543594,8,12,144,1,0,0,0,0
1249,1980,1.530746579,11,5,25,0,0,0,0,0
1249,1981,1.339992881,11,6,36,0,0,1,0,0
1249,1982,1.659569144,11,7,49,0,0,0,0,0
1249,1983,1.383422613,11,8,64,0,0,1,0,0
1249,1984,1.5115062,11,9,81,0,0,1,0,0
1249,1985,1.425035238,11,10,100,0,0,0,0,0
1249,1986,1.443959832,11,11,121,0,0,1,0,0
1249,1987,1.444379091,11,12,144,0,0,0,0,0
1272,1980,1.750865817,12,3,9,0,0,1,0,0
1272,1981,1.832376361,12,4,16,0,0,0,0,0
1272,1982,1.755041838,12,5,25,1,0,0,0,0
1272,1983,1.782105446,12,6,36,0,0,0,0,0
1272,1984,1.721767068,12,7,49,0,0,0,0,0
1272,1985,1.73331058,12,8,64,1,1,0,0,0
1272,1986,1.764681578,12,9,81,0,1,1,0,0
1272,1987,1.907598972,12,10,100,0,1,1,0,0
1311,1980,0.5567800999,15,2,4,0,0,0,0,0
1311,1981,1.554713011,15,3,9,0,0,0,0,0
1311,1982,1.68683362,15,4,16,0,0,0,0,0
1311,1983,1.644792795,15,5,25,0,0,0,0,0
1311,1984,2.212790012,15,6,36,0,0,0,0,0
1311,1985,1.894876838,15,7,49,0,0,0,0,0
1311,1986,1.79108274,15,8,64,0,0,0,0,0
1311,1987,2.058709383,15,9,81,0,0,0,0,0
1316,1980,1.543309689,8,4,16,0,0,0,0,0
1316,1981,1.689480662,8,5,25,0,0,0,0,0
1316,1982,1.877644181,8,6,36,0,0,1,0,0
1316,1983,2.589254379,8,7,49,0,0,1,0,0
1316,1984,2.738599062,8,8,64,0,0,1,0,0
1316,1985,1.861752868,8,9,81,0,0,1,0,0
1316,1986,1.911142111,8,10,100,0,0,1,0,0
1316,1987,1.907598972,8,11,121,0,0,1,0,0
1318,1980,1.059776306,8,8,64,0,0,0,0,0
1318,1981,1.467701674,8,9,81,0,0,0,0,0
1318,1982,1.339763165,8,10,100,0,0,0,0,0
1318,1983,1.29462719,8,11,121,0,0,0,0,0
1318,1984,1.251763463,8,12,144,0,0,0,0,0
1318,1985,1.332202554,8,13,169,0,0,0,0,0
1318,1986,1.285940886,8,14,196,0,0,0,0,0
1318,1987,1.286195636,8,15,225,0,0,0,0,0
1345,1980,1.764698148,12,4,16,0,0,0,0,0
1345,1981,-0.7239188552,12,5,25,0,0,1,0,0
1345,1982,1.890843391,12,6,36,0,0,1,0,0
1345,1983,2.088315487,12,7,49,0,0,1,0,0
1345,1984,2.206275463,12,8,64,0,0,1,0,0
1345,1985,2.15900445,12,9,81,0,0,1,0,0
1345,1986,2.221297026,12,10,100,0,0,1,0,0
1345,1987,1.583854198,12,11,121,0,0,1,0,0
1397,1980,1.77008307,12,5,25,1,0,0,0,0
1397,1981,1.601715922,12,6,36,1,0,0,0,0
1397,1982,1.547402501,12,7,49,1,0,0,0,0
1397,1983,1.786034703,12,8,64,1,0,0,0,0
1397,1984,1.682546377,12,9,81,1,0,0,0,0
1397,1985,1.720499396,12,10,100,1,0,0,0,0
1397,1986,1.799961448,12,11,121,1,0,0,0,0
1397,1987,1.760995507,12,12,144,1,0,0,0,0
1434,1980,0.2062864304,10,2,4,0,0,0,0,0
1434,1981,1.121049643,10,3,9,0,0,1,0,0
1434,1982,1.086117387,10,4,16,1,0,1,0,0
1434,1983,1.268914819,10,5,25,1,0,1,0,0
1434,1984,1.099372625,10,6,36,1,0,1,0,0
1434,1985,1.345229149,10,7,49,1,0,1,0,0
1434,1986,1.900044918,10,8,64,0,0,1,0,0
1434,1987,1.515391827,10,9,81,0,0,1,0,0
1492,1980,2.036455393,13,4,16,0,0,0,0,0
1492,1981,1.142368317,13,5,25,0,0,0,0,0
1492,1982,1.378535867,13,6,36,0,0,0,0,0
1492,1983,1.47375381,13,7,49,0,0,1,0,0
1492,1984,1.474907041,13,8,64,0,0,0,0,0
1492,1985,1.416282415,13,9,81,0,0,1,0,0
1492,1986,1.498433352,13,10,100,0,0,1,0,0
1492,1987,1.500852585,13,11,121,0,0,1,0,0
1496,1980,1.178336024,12,1,1,1,0,0,0,0
1496,1981,1.087287188,12,2,4,1,0,0,0,0
1496,1982,0.007734179497,12,3,9,0,0,0,0,0
1496,1983,0.7967049479,12,4,16,0,0,0,0,0
1496,1984,1.037228346,12,5,25,0,0,0,0,0
1496,1985,1.208374143,12,6,36,0,0,0,0,0
1496,1986,1.204458833,12,7,49,0,0,0,0,0
1496,1987,1.85708046,12,8,64,0,0,0,0,0
1506,1980,0.974396646,12,3,9,0,0,0,0,0
1506,1981,2.465104103,12,4,16,0,0,0,0,0
1506,1982,1.05503571,12,5,25,0,0,0,0,0
1506,1983,1.142764807,12,6,36,0,0,0,0,0
1506,1984,1.012746572,12,7,49,0,0,0,0,0
1506,1985,1.072814584,12,8,64,0,0,0,0,0
1506,1986,1.059984684,12,9,81,0,0,0,0,0
1506,1987,0.9269266725,12,10,100,0,0,0,0,0
1515,1980,1.033779383,10,2,4,0,0,0,0,0
1515,1981,1.292640924,10,3,9,1,0,0,0,0
1515,1982,1.314466357,10,4,16,0,0,0,0,0
1515,1983,1.258214831,10,5,25,0,0,0,0,0
1515,1984,1.64727819,10,6,36,0,0,0,0,0
1515,1985,1.765961766,10,7,49,0,0,0,0,0
1515,1986,1.799961448,10,8,64,0,0,0,0,0
1515,1987,1.810687423,10,9,81,0,0,1,0,0
1520,1980,1.375922918,12,5,25,1,0,1,1,0
1520,1981,1.353907824,12,6,36,1,0,1,1,0
1520,1982,1.349576831,12,7,49,0,0,1,1,0
1520,1983,1.351197481,12,8,64,0,0,1,1,0
1520,1984,1.370305777,12,9,81,0,0,1,1,0
1520,1985,1.401318669,12,10,100,0,0,1,1,0
1520,1986,1.580542803,12,11,121,0,0,1,1,0
1520,1987,1.635994911,12,12,144,1,0,1,1,0
1528,1980,0.97889781,10,4,16,1,0,0,1,0
1528,1981,1.241713166,10,5,25,0,0,0,1,0
1528,1982,1.259720445,10,6,36,0,0,0,1,0
1528,1983,1.032262921,10,7,49,0,0,0,1,0
1528,1984,1.196193576,10,8,64,0,0,0,1,0
1528,1985,1.168104529,10,9,81,0,0,0,1,0
1528,1986,1.366404533,10,10,100,0,0,0,1,0
1528,1987,1.398312926,10,11,121,0,0,0,1,0
1554,1980,1.311867356,12,2,4,0,0,0,0,0
1554,1981,1.222664952,12,3,9,0,0,1,0,0
1554,1982,1.408866644,12,4,16,1,0,1,0,0
1554,1983,1.574341059,12,5,25,0,0,1,0,0
1554,1984,1.455858827,12,6,36,0,0,1,0,0
1554,1985,1.874824882,12,7,49,0,0,1,0,0
1554,1986,1.87394619,12,8,64,0,0,1,0,0
1554,1987,1.733726382,12,9,81,0,0,1,0,0
1575,1980,1.576051474,13,3,9,0,0,0,0,0
1575,1981,1.742017388,13,4,16,0,0,1,0,0
1575,1982,1.778826833,13,5,25,0,0,1,0,0
1575,1983,1.87116158,13,6,36,0,0,1,0,0
1575,1984,1.656395555,13,7,49,0,0,1,0,0
1575,1985,1.783029675,13,8,64,0,0,1,0,0
1575,1986,1.594825149,13,9,81,0,0,1,0,0
1575,1987,1.9950912,13,10,100,0,0,1,0,0
1576,1980,1.324701309,11,2,4,0,0,1,0,0
1576,1981,1.347073674,11,3,9,0,0,1,0,0
1576,1982,1.562669992,11,4,16,0,0,1,0,0
1576,1983,3.200689077,11,5,25,0,0,1,0,0
1576,1984,1.838300943,11,6,36,0,0,1,0,0
1576,1985,1.870448589,11,7,49,0,0,0,0,0
1576,1986,0.8257647157,11,8,64,0,0,0,0,0
1576,1987,1.844714403,11,9,81,0,0,0,0,0
1628,1980,1.176472902,12,3,9,0,0,0,0,0
1628,1981,1.324258924,12,4,16,0,0,0,0,0
1628,1982,1.235966325,12,5,25,0,0,0,0,0
1628,1983,1.592994094,12,6,36,0,0,0,0,0
1628,1984,1.725366354,12,7,49,0,1,0,0,0
1628,1985,1.82002902,12,8,64,0,1,0,0,0
1628,1986,1.836141109,12,9,81,0,1,0,0,0
1628,1987,1.861078978,12,10,100,0,1,0,0,0
1641,1980,2.111690521,12,4,16,0,0,0,0,1
1641,1981,2.170552254,12,5,25,0,0,1,0,1
1641,1982,2.134839296,12,6,36,0,0,1,0,1
1641,1983,2.072430134,12,7,49,0,0,1,0,1
1641,1984,2.040540934,12,8,64,0,0,1,0,1
1641,1985,2.01895833,12,9,81,0,0,1,0,1
1641,1986,2.167382479,12,10,100,0,0,1,0,1
1641,1987,1.873488426,12,11,121,0,0,1,0,1
1644,1980,0.5609791875,12,1,1,1,0,0,0,1
1644,1981,1.546365261,12,2,4,0,0,0,0,1
1644,1982,1.531898379,12,3,9,0,0,0,0,1
1644,1983,1.591878653,12,4,16,0,0,0,0,1
1644,1984,1.685167909,12,5,25,0,0,0,0,1
1644,1985,1.648178697,12,6,36,0,0,0,0,1
1644,1986,1.565979362,12,7,49,0,0,0,0,1
1644,1987,2.068422556,12,8,64,0,0,1,0,1
1653,1980,-0.3845818937,15,2,4,1,0,0,0,0
1653,1981,1.886070132,15,3,9,1,0,0,0,0
1653,1982,1.987385154,15,4,16,1,0,0,0,0
1653,1983,2.136661053,15,5,25,1,0,0,0,0
1653,1984,1.804233789,15,6,36,1,0,0,0,0
1653,1985,2.130121469,15,7,49,0,0,0,0,0
1653,1986,2.631413221,15,8,64,0,0,0,0,0
1653,1987,2.793118,15,9,81,0,0,0,0,0
1654,1980,1.62484169,11,4,16,0,0,0,0,0
1654,1981,1.616872907,11,5,25,0,0,0,0,0
1654,1982,1.429619431,11,6,36,0,0,0,0,0
1654,1983,1.73645997,11,7,49,0,0,0,0,0
1654,1984,1.716041565,11,8,64,0,0,0,0,0
1654,1985,1.809021235,11,9,81,0,0,1,0,0
1654,1986,1.799961448,11,10,100,0,0,1,0,0
1654,1987,2.183852434,11,11,121,0,0,1,0,0
1721,1980,1.78447175,11,5,25,0,0,0,0,1
1721,1981,1.934860349,11,6,36,1,0,0,0,1
1721,1982,2.026975632,11,7,49,0,0,0,0,1
1721,1983,2.109821796,11,8,64,0,0,0,0,1
1721,1984,2.128833532,11,9,81,0,0,0,0,1
1721,1985,2.094465733,11,10,100,1,0,0,0,1
1721,1986,2.256719828,11,11,121,0,0,0,0,1
1721,1987,2.91090107,11,12,144,0,0,0,0,1
1742,1980,1.461624742,12,2,4,1,0,0,0,0
1742,1981,1.682905078,12,3,9,1,0,0,0,0
1742,1982,1.872824907,12,4,16,0,0,1,0,0
1742,1983,2.043863773,12,5,25,0,0,1,0,0
1742,1984,2.350375652,12,6,36,0,0,0,0,0
1742,1985,2.387135506,12,7,49,0,0,0,0,0
1742,1986,2.410870552,12,8,64,0,0,0,0,0
1742,1987,2.480118036,12,9,81,0,0,0,0,0
1744,1980,1.630321145,11,2,4,1,0,0,0,0
1744,1981,1.683545828,11,3,9,1,0,0,0,0
1744,1982,1.781017423,11,4,16,1,0,0,0,0
1744,1983,1.381638527,11,5,25,1,0,0,0,0
1744,1984,2.030624151,11,6,36,1,0,0,0,0
1744,1985,1.810697675,11,7,49,1,0,0,0,0
1744,1986,2.012397528,11,8,64,1,0,0,0,0
1744,1987,2.320032835,11,9,81,1,0,0,0,0
1763,1980,0.6435002685,11,1,1,0,0,0,0,1
1763,1981,0.8979415894,11,2,4,0,0,0,0,1
1763,1982,1.278796554,11,3,9,1,0,0,0,1
1763,1983,1.335449219,11,4,16,1,0,0,0,1
1763,1984,1.526200294,11,5,25,0,0,0,0,1
1763,1985,1.434203506,11,6,36,0,0,0,0,1
1763,1986,0.06037472561,11,7,49,0,0,0,0,1
1763,1987,1.39377594,11,8,64,0,0,0,0,1
1777,1980,1.389388084,15,1,1,0,0,0,0,0
1777,1981,1.241713166,15,2,4,0,0,0,0,0
1777,1982,0.9859088063,15,3,9,0,0,0,0,0
1777,1983,1.144054294,15,4,16,0,0,1,0,0
1777,1984,1.654600501,15,5,25,0,0,1,0,0
1777,1985,1.648178697,15,6,36,1,0,0,0,0
1777,1986,1.333059907,15,7,49,1,0,0,0,0
1777,1987,1.738180757,15,8,64,0,0,0,0,0
1843,1980,2.364290237,15,2,4,0,0,1,0,0
1843,1981,2.337618113,15,3,9,0,0,1,0,0
1843,1982,2.416440487,15,4,16,0,0,1,0,0
1843,1983,2.513867378,15,5,25,0,0,1,0,0
1843,1984,2.647627354,15,6,36,0,0,1,0,0
1843,1985,2.636213303,15,7,49,0,0,1,0,0
1843,1986,2.718755245,15,8,64,0,0,1,0,0
1843,1987,2.768743992,15,9,81,0,0,1,0,0
1891,1980,0.9371739626,12,2,4,1,0,0,0,0
1891,1981,1.018830419,12,3,9,0,0,0,0,0
1891,1982,1.11995852,12,4,16,0,0,0,0,0
1891,1983,0.8383897543,12,5,25,0,0,0,0,0
1891,1984,1.246248245,12,6,36,0,0,0,0,0
1891,1985,1.197977781,12,7,49,0,0,0,0,0
1891,1986,1.25341773,12,8,64,0,0,0,0,0
1891,1987,1.301463127,12,9,81,0,0,0,0,0
1895,1980,1.654456258,13,2,4,0,0,0,0,0
1895,1981,1.589547753,13,3,9,0,0,1,0,0
1895,1982,1.748772264,13,4,16,1,1,1,0,0
1895,1983,1.870592117,13,5,25,1,1,1,0,0
1895,1984,2.05411005,13,6,36,1,0,1,0,0
1895,1985,1.903898478,13,7,49,1,1,1,0,0
1895,1986,2.083877087,13,8,64,1,1,1,0,0
1895,1987,2.282292366,13,9,81,1,1,1,0,0
1899,1980,1.447999597,12,3,9,0,0,0,0,0
1899,1981,1.241713166,12,4,16,0,0,0,0,0
1899,1982,1.380348444,12,5,25,0,0,1,0,0
1899,1983,0.9809696078,12,6,36,0,0,1,0,0
1899,1984,1.394864321,12,7,49,0,0,1,0,0
1899,1985,1.401318669,12,8,64,0,0,1,0,0
1899,1986,1.494579792,12,9,81,0,0,1,0,0
1899,1987,1.362457633,12,10,100,0,0,1,0,0
1925,1980,1.005991101,11,2,4,0,0,0,0,0
1925,1981,1.637409568,11,3,9,0,0,0,0,0
1925,1982,1.570719123,11,4,16,0,0,0,0,0
1925,1983,1.757986307,11,5,25,0,0,0,0,0
1925,1984,1.903860092,11,6,36,0,0,1,0,0
1925,1985,1.833581924,11,7,49,0,0,1,0,0
1925,1986,1.985459089,11,8,64,0,0,1,0,0
1925,1987,1.948571205,11,9,81,0,0,1,0,0
1930,1980,1.074007511,11,2,4,0,0,0,0,0
1930,1981,0.9667620063,11,3,9,0,0,0,0,0
1930,1982,1.324258924,11,4,16,0,0,0,0,0
1930,1983,0.5606579781,11,5,25,0,0,0,0,0
1930,1984,1.682546377,11,6,36,0,0,0,0,0
1930,1985,1.858743548,11,7,49,0,0,0,0,0
1930,1986,1.991016626,11,8,64,0,0,0,0,0
1930,1987,2.148761034,11,9,81,0,0,1,0,0
1961,1980,1.166015506,12,4,16,0,0,1,0,0
1961,1981,1.862028718,12,5,25,0,0,1,0,0
1961,1982,1.850352049,12,6,36,0,0,1,0,0
1961,1983,1.83412075,12,7,49,0,0,1,0,0
1961,1984,1.928381324,12,8,64,0,0,1,0,0
1961,1985,1.85984993,12,9,81,0,0,1,0,0
1961,1986,2.009258986,12,10,100,0,0,1,0,0
1961,1987,2.29861927,12,11,121,0,0,1,0,0
1963,1980,1.508624196,11,2,4,0,0,0,0,0
1963,1981,1.506138325,11,3,9,0,0,0,0,0
1963,1982,1.914808035,11,4,16,0,0,1,0,0
1963,1983,1.819908619,11,5,25,0,0,1,0,0
1963,1984,1.693128467,11,6,36,0,0,1,0,0
1963,1985,1.682080269,11,7,49,0,0,1,0,0
1963,1986,1.715822101,11,8,64,0,0,1,0,0
1963,1987,1.747149467,11,9,81,0,0,1,0,0
1979,1980,2.023541689,12,4,16,1,0,1,0,0
1979,1981,2.00429368,12,5,25,1,0,0,0,0
1979,1982,1.861060023,12,6,36,1,0,0,0,0
1979,1983,2.071156025,12,7,49,1,0,0,0,0
1979,1984,1.99527669,12,8,64,1,0,1,0,0
1979,1985,1.991968989,12,9,81,1,0,1,0,0
1979,1986,2.021503687,12,10,100,1,0,1,0,0
1979,1987,1.997938156,12,11,121,1,0,1,0,0
1988,1980,-0.2473807782,12,2,4,0,0,0,0,0
1988,1981,2.283536911,12,3,9,0,0,0,0,0
1988,1982,1.294700146,12,4,16,1,0,0,0,0
1988,1983,1.150045991,12,5,25,0,0,0,0,0
1988,1984,1.571050882,12,6,36,0,0,0,0,0
1988,1985,-0.7426989675,12,7,49,0,0,0,0,0
1988,1986,1.851254702,12,8,64,0,0,0,0,0
1988,1987,1.97287035,12,9,81,0,0,0,0,0
2000,1980,1.904955506,11,3,9,1,0,0,0,0
2000,1981,1.879262328,11,4,16,0,0,0,0,0
2000,1982,1.746195674,11,5,25,1,0,1,0,0
2000,1983,2.09313488,11,6,36,0,0,1,0,0
2000,1984,1.844763756,11,7,49,0,0,1,0,0
2000,1985,1.678162217,11,8,64,0,0,1,0,0
2000,1986,1.765621901,11,9,81,0,0,1,0,0
2000,1987,1.759842277,11,10,100,1,0,1,0,0
2014,1980,2.359059334,12,2,4,1,0,0,0,0
2014,1981,1.923095465,12,3,9,0,0,0,0,0
2014,1982,1.404926896,12,4,16,0,0,0,0,0
2014,1983,0.7995498776,12,5,25,0,0,0,0,0
2014,1984,1.314082265,12,6,36,0,0,0,0,0
2014,1985,1.261347771,12,7,49,0,0,0,0,0
2014,1986,1.498433352,12,8,64,0,0,0,0,0
2014,1987,1.550128579,12,9,81,0,0,0,0,0
2025,1980,1.483892441,13,2,4,0,0,0,0,0
2025,1981,1.233988643,13,3,9,0,0,1,0,0
2025,1982,1.532616496,13,4,16,0,0,1,0,0
2025,1983,1.658470631,13,5,25,0,0,1,0,0
2025,1984,1.816277623,13,6,36,0,0,1,0,0
2025,1985,2.015903473,13,7,49,0,0,1,0,0
2025,1986,2.356571913,13,8,64,0,0,1,0,0
2025,1987,1.316654921,13,9,81,1,0,1,0,0
2038,1980,0.8943958282,10,2,4,0,0,0,0,0
2038,1981,1.043349624,10,3,9,0,0,0,0,0
2038,1982,1.342459679,10,4,16,0,0,0,0,0
2038,1983,1.311010599,10,5,25,0,0,0,0,0
2038,1984,1.012559056,10,6,36,0,0,0,0,0
2038,1985,1.3298738,10,7,49,0,0,0,0,0
2038,1986,1.838888049,10,8,64,0,0,0,0,0
2038,1987,2.217753887,10,9,81,0,0,0,0,0
2075,1980,2.005680323,12,5,25,1,0,1,0,0
2075,1981,1.759996533,12,6,36,1,0,1,0,0
2075,1982,1.873217463,12,7,49,1,0,1,0,0
2075,1983,1.816977262,12,8,64,0,0,1,0,0
2075,1984,1.869561195,12,9,81,0,0,1,0,0
2075,1985,2.058447123,12,10,100,0,0,1,0,0
2075,1986,2.234246969,12,11,121,0,0,1,0,0
2075,1987,2.225133896,12,12,144,0,0,1,0,0
2101,1980,2.007615328,12,3,9,0,0,0,0,0
2101,1981,2.263364315,12,4,16,0,0,0,0,0
2101,1982,2.240549803,12,5,25,0,0,0,0,0
2101,1983,2.348436594,12,6,36,1,0,0,0,0
2101,1984,2.488045216,12,7,49,0,0,0,0,0
2101,1985,2.468285561,12,8,64,1,0,0,0,0
2101,1986,2.346576214,12,9,81,1,0,1,0,0
2101,1987,2.490344763,12,10,100,0,0,1,0,0
2106,1980,1.676566482,12,4,16,1,0,0,0,0
2106,1981,1.572434306,12,5,25,1,0,0,0,0
2106,1982,1.764703751,12,6,36,1,0,0,0,0
2106,1983,1.81502223,12,7,49,1,0,1,0,0
2106,1984,1.772158504,12,8,64,1,0,1,0,0
2106,1985,1.846004486,12,9,81,1,0,1,0,0
2106,1986,1.845355034,12,10,100,1,0,1,0,0
2106,1987,1.812288761,12,11,121,1,0,1,0,0
2107,1980,1.296599865,10,2,4,0,0,0,0,0
2107,1981,1.614659905,10,3,9,0,0,0,0,0
2107,1982,1.250571251,10,4,16,1,0,0,0,0
2107,1983,1.491859317,10,5,25,1,0,0,0,0
2107,1984,1.890576243,10,6,36,0,1,1,0,0
2107,1985,1.943642974,10,7,49,0,1,1,0,0
2107,1986,2.054195642,10,8,64,0,1,1,0,0
2107,1987,2.035432339,10,9,81,0,1,1,0,0
2108,1980,1.467417598,12,2,4,0,0,0,0,0
2108,1981,1.961658478,12,3,9,1,0,0,0,0
2108,1982,2.07207346,12,4,16,1,0,1,0,0
2108,1983,2.105471134,12,5,25,1,0,1,0,0
2108,1984,2.051930904,12,6,36,1,0,1,0,0
2108,1985,2.333261251,12,7,49,1,0,1,0,0
2108,1986,2.471034288,12,8,64,1,0,1,0,0
2108,1987,2.45414257,12,9,81,1,0,1,0,0
2147,1980,-0.02108098753,11,2,4,0,0,0,0,0
2147,1981,-0.1488456279,11,3,9,0,0,0,0,0
2147,1982,0.1806952953,11,4,16,0,0,0,0,0
2147,1983,-0.03615447879,11,5,25,0,0,0,0,0
2147,1984,0.3973481357,11,6,36,0,0,0,0,0
2147,1985,0.9726212621,11,7,49,0,0,0,0,0
2147,1986,0.5630944371,11,8,64,0,0,0,0,0
2147,1987,0.7590700388,11,9,81,0,0,0,0,0
2157,1980,1.462084293,11,5,25,0,0,0,0,0
2157,1981,0.3267931938,11,6,36,0,0,1,0,0
2157,1982,1.563962221,11,7,49,0,0,1,0,0
2157,1983,1.113192558,11,8,64,0,0,1,0,0
2157,1984,1.209602714,11,9,81,1,0,1,0,0
2157,1985,1.129472136,11,10,100,0,0,1,0,0
2157,1986,1.354513884,11,11,121,0,0,1,0,0
2157,1987,0.4922437966,11,12,144,0,0,1,0,0
2163,1980,2.168267012,12,4,16,1,0,1,0,0
2163,1981,2.483169079,12,5,25,1,0,1,0,0
2163,1982,1.900223851,12,6,36,1,0,1,0,0
2163,1983,2.60296011,12,7,49,1,0,1,0,0
2163,1984,2.328792095,12,8,64,1,0,1,0,0
2163,1985,2.189775944,12,9,81,1,0,1,0,0
2163,1986,2.228549004,12,10,100,1,0,1,0,0
2163,1987,2.323114395,12,11,121,1,0,1,0,0
2173,1980,1.342639089,12,2,4,0,0,0,0,0
2173,1981,1.295780301,12,3,9,0,0,0,0,0
